rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao;site_municipal;site_esic;regulamento_pagina_prefeitura;regulamento_pagina_prefeiturap;regulamentou_lai;regulamentou_laip;tipo_regulamentacao_lai;normativo_lai;dt_normativo_lai;regulamentou_criacao_sic;regulamentou_criacao_sicp;previsao_calassificacao;previsao_calassificacaop;previsao_responsabilizacao_servidor;previsao_responsabilizacao_servidorp;regulamentou_instancia_recursal;regulamentou_instancia_recursalp;pontos_regulamentacao;indicacao_orgao;indicacao_orgaop;indicacao_endereco;indicacao_enderecop;indicacao_telefone;indicacao_telefonep;indicacao_horario;indicacao_horariop;alternativa_sic_eletronico;alternativa_sic_eletronicop;envio_documento_cadastro;assinatura_reconhecida;declaracao_responsabilidade;maioridade;outras_exigencias;nao_exige_identificacaop;possibilidade_acompanhamento;possibilidade_acompanhamentop;resposta_no_prazo_pergunta_1;resposta_no_prazo_pergunta_2;resposta_no_prazo_pergunta_3;resposta_no_prazo_pergunta_4;pontos_prazo_perguntas;respondeu_pergunta_1;respondeu_pergunta_2;respondeu_pergunta_3;respondeu_pergunta_4;pontos_resposta_perguntas;pontos_transp_passiva;total_pontos;nota_1
2;412;2.5;03/08/2015;03/11/2015;PB;Paraíba;Malta;2508802;5675;http://www.malta.pb.gov.br/;http://www.malta.pb.gov.br/transparencia/acesso-a-informacao/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;NÃO;0;SIM;100;SIM;100;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;05/08/2015;03/11/2015;PB;Paraíba;Campina Grande;2504009;402912;http://pmcg.org.br/;http://pmcg.org.br/servico-de-informacao-ao-cidadao/formulario-de-contato/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;SIM;100;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;05/08/2015;04/11/2015;RN;Rio Grande do Norte;Parnamirim;2403251;235983;http://www.parnamirim.rn.gov.br/;http://www.parnamirim.rn.gov.br/sai/pedidoInformacaoAcesso.jsp;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;SIM;100;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;04/08/2015;02/10/2015;PB;Paraíba;Alcantil;2500536;5425;http://alcantil.pb.gov.br/;http://alcantil.pb.gov.br/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;SIM;100;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;07/08/2015;08/09/2015;RN;Rio Grande do Norte;Passagem;2409209;3057;http://www.passagem.rn.gov.br/;http://passagem.rn.gov.br/#!sic/c1oxk;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;SIM;100;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;29/07/2015;19/08/2015;CE;Ceará;Bela Cruz;2302305;31956;http://www.belacruz.ce.gov.br/;http://www.belacruz.ce.gov.br/?pg=ouvidoria;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;SIM;100;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;28/07/2015;19/08/2015;CE;Ceará;Capistrano;2302909;17523;http://capistrano.ce.gov.br/;Não Localizado;Sim;100;Sim;150;Decreto;003, de 03 de fevereiro de 2014;03/02/2014;SIM;200;SIM;150;SIM;100;Sim;200;900;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;900;2.5
2;412;2.5;30/07/2015;19/08/2015;CE;Ceará;Ararendá;2301257;10750;http://www.ararenda.ce.gov.br/novo/;http://www.ararenda.ce.gov.br/novo/?page_id=66;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;SIM;100;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;05/08/2015;19/08/2015;TO;Tocantins;Palmeiras do Tocantins;1713809;6272;http://www.palmeirasdotocantins.to.gov.br/;http://www.palmeirasdotocantins.to.gov.br/acesso-a-informacao/e-sic/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;SIM;100;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;28/07/2015;25/08/2015;AM;Amazonas;São Paulo de Olivença;1303908;35757;Não Localizado;http://www.transparenciamunicipalam.com.br/saopaulodeolivenca/acessoinformacao/requerimento;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Sim;200;NAO;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SIM;SEM E-SIC;SEM E-SIC;SEM E-SIC;200;900;900;2.5
2;412;2.5;28/07/2015;04/11/2015;AM;Amazonas;Urucará;1304302;17264;http://www.urucara.am.gov.br/;http://www.transparenciamunicipalam.com.br/urucara/acessoinformacao/requerimento;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Sim;200;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;412;2.5;30/07/2015;15/10/2015;PA;Pará;Portel;1505809;57205;http://www.portel.pa.gov.br/;http://www.portel.pa.gov.br/116/Contato/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;NÃO;0;SIM;100;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;900;900;2.5
2;455;2.36;05/08/2015;03/11/2015;SP;São Paulo;Ribeirão Corrente;3543105;4545;http://www.ribeiraocorrente.sp.gov.br/;https://www.sicmunicipal.com.br/;Não;0;Sim;150;Decreto;1.458;27/11/2015;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;150;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Sim;200;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;700;850;2.36
2;455;2.36;03/08/2015;16/10/2015;SP;São Paulo;Serrana;3551504;42264;http://www.serrana.sp.gov.br/;Não Localizado;Sim;100;Sim;150;Lei;1683/2015;09/04/2015;SIM;200;NÃO;0;NÃO;0;Sim;200;650;NÃO;0;SIM;100;SIM;100;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;200;850;2.36
2;455;2.36;04/08/2015;17/08/2015;SP;São Paulo;Campinas;3509502;1154617;http://www.campinas.sp.gov.br/;http://156web.campinas.sp.gov.br/tela_cadastro_156.php?Area=4&Assunto=10127&acao=identificado;Sim;100;Sim;150;Decreto;17630;22/06/2012;SIM;200;NÃO;0;NÃO;0;Sim;200;650;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;SIM;0;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;200;850;2.36
2;458;2.22;06/08/2015;17/08/2015;SP;São Paulo;Fartura;3515400;15925;http://www.fartura.sp.gov.br/;http://www.fartura.sp.gov.br/contato.aspx;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SIM;SEM E-SIC;SEM E-SIC;100;SEM E-SIC;SIM;SEM E-SIC;SEM E-SIC;200;800;800;2.22
2;458;2.22;30/07/2015;04/11/2015;SP;São Paulo;Braúna;3507704;5400;http://www.brauna.sp.gov.br/site/index.asp?bannerFlutuante=Sim;Não Localizado;Sim;100;Sim;150;Lei;1882/2014;06/03/2014;SIM;200;SIM;150;NÃO;0;Sim;200;800;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;800;2.22
2;458;2.22;28/07/2015;15/09/2015;SP;São Paulo;Angatuba;3502200;23917;http://www.angatuba.sp.gov.br/portal/index.html;Não Localizado;Sim;100;Sim;150;Lei;016/2013;23/05/2013;SIM;200;SIM;150;NÃO;0;Sim;200;800;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;800;2.22
2;458;2.22;04/08/2015;14/10/2015;ES;Espírito Santo;Muniz Freire;3203700;18994;http://www.munizfreire.es.gov.br/site/;Não Localizado;Sim;100;Sim;150;Lei;2272/2012;19/09/2012;SIM;200;SIM;150;NÃO;0;Sim;200;800;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;800;2.22
2;458;2.22;28/07/2015;15/10/2015;ES;Espírito Santo;Viana;3205101;73318;http://www.viana.es.gov.br/#/?playlistId=0&videoId=0;Não Localizado;Sim;100;Sim;150;Lei;2.541;20/08/2013;SIM;200;SIM;150;NÃO;0;Sim;200;800;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;800;2.22
2;458;2.22;03/08/2015;20/08/2015;SP;São Paulo;Sabino;3544608;5477;http://sabino.sp.gov.br/site/;http://www.transparencia.sabino.sp.gov.br/Portal/FaleConosco.aspx;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SIM;100;SEM E-SIC;SEM E-SIC;SEM E-SIC;SIM;200;800;800;2.22
2;458;2.22;05/08/2015;17/08/2015;SP;São Paulo;Estiva Gerbi;3557303;10772;http://www.estivagerbi.sp.gov.br/;http://www.estivagerbi.sp.gov.br/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SIM;SEM E-SIC;100;SEM E-SIC;SEM E-SIC;SIM;SEM E-SIC;200;800;800;2.22
2;458;2.22;27/07/2015;19/08/2015;PR;Paraná;Abatiá;4100103;7852;http://www.abatia.pr.gov.br/;http://www.controlemunicipal.com.br/site/transparencia/index.php?sessao=9d0bac3bc5ct9d;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;SIM;100;SIM;100;SIM;100;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;800;800;2.22
2;458;2.22;30/07/2015;15/09/2015;PR;Paraná;Faxinal;4107603;17084;http://www.faxinal.pr.gov.br/;http://www.ingadigital.com.br/transparencia/index.php?sessao=2938c62a280229;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;SIM;100;SIM;100;SIM;100;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;800;800;2.22
2;458;2.22;30/07/2015;15/09/2015;PR;Paraná;Guapirama;4109005;3959;http://www.guapirama.pr.gov.br/;http://guapirama.pr.gov.br/index.php?sessao=6e0c1e6908uv6e;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;SIM;100;SIM;100;SIM;100;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;800;800;2.22
2;458;2.22;01/08/2015;05/11/2015;MG;Minas Gerais;Itanhandu;3133105;15006;http://www.itanhandu.mg.gov.br/portal/;Não Localizado;Sim;100;Sim;150;Lei;848;20/10/2014;SIM;200;SIM;150;NÃO;0;Sim;200;800;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;800;2.22
2;458;2.22;05/08/2015;06/11/2015;MG;Minas Gerais;Pedralva;3149101;11652;http://www.pedralva.mg.gov.br/;Não Localizado;Sim;100;Sim;150;Lei;1582;26/11/2012;SIM;200;SIM;150;NÃO;0;Sim;200;800;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;800;2.22
2;458;2.22;29/07/2015;08/10/2015;SE;Sergipe;Aracaju;2800308;623766;http://www.aracaju.se.gov.br/;http://tag.aracaju.se.gov.br:5050/tag/NovaManif.dll/EXEC;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SIM;SEM E-SIC;SEM E-SIC;SEM E-SIC;100;SIM;SEM E-SIC;SEM E-SIC;SEM E-SIC;200;800;800;2.22
2;458;2.22;31/07/2015;18/09/2015;PA;Pará;Eldorado dos Carajás;1502954;32544;http://www.eldoradodocarajas.pa.gov.br/81/;http://www.eldoradodocarajas.pa.gov.br/81/AcessoAInformacao/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;800;800;2.22
2;458;2.22;29/07/2015;24/08/2015;AM;Amazonas;Maués;1302900;58834;http://maues.am.gov.br/portal/;http://www.transparenciamunicipalam.com.br/maues/acessoinformacao/requerimento;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Sim;200;SEM E-SIC;SEM E-SIC;SEM E-SIC;SIM;100;SEM E-SIC;SEM E-SIC;SEM E-SIC;NAO;0;800;800;2.22
2;458;2.22;05/08/2015;19/08/2015;TO;Tocantins;Palmeirante;1715705;5543;http://www.palmeirante.to.gov.br/;http://www.palmeirante.to.gov.br/index.php?i=84ccd9546fdc7058798398a6008ca6d5;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;SIM;200;SIM;100;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;800;800;2.22
2;458;2.22;07/08/2015;08/09/2015;RN;Rio Grande do Norte;São Vicente;2413003;6364;Não Localizado;Não Localizado;Não;0;Sim;150;Decreto;7;01/04/2013;SIM;200;SIM;150;SIM;100;Sim;200;800;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;800;2.22
2;458;2.22;29/07/2015;16/09/2015;PE;Pernambuco;Arcoverde;2601201;72672;http://www.arcoverde.pe.gov.br/;Não Localizado;Sim;100;Sim;150;Lei;2375/2013;04/07/2014;SIM;200;SIM;150;NÃO;0;Sim;200;800;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;800;2.22
2;458;2.22;29/07/2015;18/08/2015;PR;Paraná;Telêmaco Borba;4127106;75054;http://www.telemacoborba.pr.gov.br/;http://www.telemacoborba.pr.gov.br/contato.php;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SIM;SEM E-SIC;100;SEM E-SIC;SEM E-SIC;SIM;SEM E-SIC;200;800;800;2.22
2;458;2.22;31/07/2015;16/09/2015;PR;Paraná;Santa Mariana;4123907;12496;http://www.santamariana.pr.gov.br/;http://www.controlemunicipal.com.br/site/transparencia/index.php?sessao=82d9a9acac0282;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;SIM;100;SIM;100;SIM;100;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;800;800;2.22
2;458;2.22;31/07/2015;17/08/2015;PR;Paraná;Santana do Itararé;4124004;5291;http://www.santanadoitarare.pr.gov.br/portal/;http://transparencia.santanadoitarare.pr.gov.br/contato/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SIM;SEM E-SIC;100;SEM E-SIC;SEM E-SIC;SIM;SEM E-SIC;200;800;800;2.22
2;458;2.22;07/08/2015;17/08/2015;RS;Rio Grande do Sul;Arroio dos Ratos;4301107;14166;http://arroiodosratos.rs.gov.br/;http://arroiodosratos.rs.gov.br/servico-de-informacao-ao-consumidor/;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Sim;200;NÃO;NÃO;NÃO;NÃO;SIM;0;Não;0;SEM E-SIC;SEM E-SIC;SIM;SIM;200;SEM E-SIC;SEM E-SIC;SIM;SIM;400;800;800;2.22
2;458;2.22;07/08/2015;17/08/2015;RS;Rio Grande do Sul;Barra do Rio Azul;4301925;1972;http://www.barradorioazul-rs.com.br/;http://www.barradorioazul-rs.com.br/cidadao/ouvidoria.php#meio;Não;0;Não;0;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;NÃO LOCALIZADO;0;Não Localizado;0;0;NÃO;0;SIM;100;SIM;100;SIM;100;Sim;200;NÃO;NÃO;NÃO;NÃO;NÃO;300;Não;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;800;800;2.22
2;481;2.08;29/07/2015;16/10/2015;MT;Mato Grosso;São José do Povo;5107297;3782;http://www.saojosedopovo.mt.gov.br/;Não Localizado;Sim;100;Sim;150;Lei;550;12/06/2013;SIM;200;NÃO;0;SIM;100;Sim;200;750;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;750;2.08
2;481;2.08;28/07/2015;17/09/2015;PB;Paraíba;São Francisco;2513984;3382;http://www.saofrancisco.pb.gov.br/;Não Localizado;Sim;100;Sim;150;Decreto;327/2013;30/12/2013;SIM;200;NÃO;0;SIM;100;Sim;200;750;NÃO;0;NÃO;0;NÃO;0;NÃO;0;Não Localizado, não funciona, fora do ar ou em manutenção;0;NÃO;NÃO;NÃO;NÃO;NÃO;0;Sem e-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;SEM E-SIC;SEM E-SIC;SEM E-SIC;SEM E-SIC;0;0;750;2.08
